material_code,city,as_of,buy_rate_per_kg
MIXED_EWASTE_CASING,Bhubaneswar,2026-05-02,25.9
MOTHERBOARD_HIGH_GRADE,Cuttack,2026-05-02,305.9
POWER_SUPPLY_LOW_GRADE,Cuttack,2026-05-02,55.9
COPPER_HEAVY_INSULATED,Cuttack,2026-05-02,445.9
ALUMINIUM_WIRE,Cuttack,2026-05-02,120.9
LEad_ACID,Cuttack,2026-05-02,95.9
BATTERY_LITHIUM_PORTABLE,Cuttack,2026-05-02,135.9
LCD_PANEL_INTACT,Cuttack,2026-05-02,165.9
CRT_MONITOR,Cuttack,2026-05-02,25.9
MIXED_EWASTE_CASING,Cuttack,2026-05-02,25.9
MOTHERBOARD_HIGH_GRADE,Patna,2026-05-02,296.9
POWER_SUPPLY_LOW_GRADE,Patna,2026-05-02,46.9
COPPER_HEAVY_INSULATED,Patna,2026-05-02,436.9
ALUMINIUM_WIRE,Patna,2026-05-02,111.9
LEad_ACID,Patna,2026-05-02,86.9
BATTERY_LITHIUM_PORTABLE,Patna,2026-05-02,126.9
LCD_PANEL_INTACT,Patna,2026-05-02,156.9
CRT_MONITOR,Patna,2026-05-02,16.9
MIXED_EWASTE_CASING,Patna,2026-05-02,16.9
MOTHERBOARD_HIGH_GRADE,Jaipur,2026-05-02,300.9
POWER_SUPPLY_LOW_GRADE,Jaipur,2026-05-02,50.9
COPPER_HEAVY_INSULATED,Jaipur,2026-05-02,440.9
ALUMINIUM_WIRE,Jaipur,2026-05-02,115.9
LEad_ACID,Jaipur,2026-05-02,90.9
BATTERY_LITHIUM_PORTABLE,Jaipur,2026-05-02,130.9
LCD_PANEL_INTACT,Jaipur,2026-05-02,160.9
CRT_MONITOR,Jaipur,2026-05-02,20.9
MIXED_EWASTE_CASING,Jaipur,2026-05-02,20.9
MOTHERBOARD_HIGH_GRADE,Jodhpur,2026-05-02,305.9
POWER_SUPPLY_LOW_GRADE,Jodhpur,2026-05-02,55.9
COPPER_HEAVY_INSULATED,Jodhpur,2026-05-02,445.9
ALUMINIUM_WIRE,Jodhpur,2026-05-02,120.9
LEad_ACID,Jodhpur,2026-05-02,95.9
BATTERY_LITHIUM_PORTABLE,Jodhpur,2026-05-02,135.9
LCD_PANEL_INTACT,Jodhpur,2026-05-02,165.9
CRT_MONITOR,Jodhpur,2026-05-02,25.9
MIXED_EWASTE_CASING,Jodhpur,2026-05-02,25.9
MOTHERBOARD_HIGH_GRADE,Bhopal,2026-05-02,297.9
POWER_SUPPLY_LOW_GRADE,Bhopal,2026-05-02,47.9
COPPER_HEAVY_INSULATED,Bhopal,2026-05-02,437.9
ALUMINIUM_WIRE,Bhopal,2026-05-02,112.9
LEad_ACID,Bhopal,2026-05-02,87.9
BATTERY_LITHIUM_PORTABLE,Bhopal,2026-05-02,127.9
LCD_PANEL_INTACT,Bhopal,2026-05-02,157.9
CRT_MONITOR,Bhopal,2026-05-02,17.9
MIXED_EWASTE_CASING,Bhopal,2026-05-02,17.9
MOTHERBOARD_HIGH_GRADE,Indore,2026-05-02,298.9
POWER_SUPPLY_LOW_GRADE,Indore,2026-05-02,48.9
COPPER_HEAVY_INSULATED,Indore,2026-05-02,438.9
ALUMINIUM_WIRE,Indore,2026-05-02,113.9
LEad_ACID,Indore,2026-05-02,88.9
BATTERY_LITHIUM_PORTABLE,Indore,2026-05-02,128.9
LCD_PANEL_INTACT,Indore,2026-05-02,158.9
CRT_MONITOR,Indore,2026-05-02,18.9
MIXED_EWASTE_CASING,Indore,2026-05-02,18.9
MOTHERBOARD_HIGH_GRADE,Chandigarh,2026-05-02,298.9
POWER_SUPPLY_LOW_GRADE,Chandigarh,2026-05-02,48.9
COPPER_HEAVY_INSULATED,Chandigarh,2026-05-02,438.9
ALUMINIUM_WIRE,Chandigarh,2026-05-02,113.9
LEad_ACID,Chandigarh,2026-05-02,88.9
BATTERY_LITHIUM_PORTABLE,Chandigarh,2026-05-02,128.9
LCD_PANEL_INTACT,Chandigarh,2026-05-02,158.9
CRT_MONITOR,Chandigarh,2026-05-02,18.9
MIXED_EWASTE_CASING,Chandigarh,2026-05-02,18.9
MOTHERBOARD_HIGH_GRADE,Ludhiana,2026-05-02,306.9
POWER_SUPPLY_LOW_GRADE,Ludhiana,2026-05-02,56.9
COPPER_HEAVY_INSULATED,Ludhiana,2026-05-02,446.9
ALUMINIUM_WIRE,Ludhiana,2026-05-02,121.9
LEad_ACID,Ludhiana,2026-05-02,96.9
BATTERY_LITHIUM_PORTABLE,Ludhiana,2026-05-02,136.9
LCD_PANEL_INTACT,Ludhiana,2026-05-02,166.9
CRT_MONITOR,Ludhiana,2026-05-02,26.9
MIXED_EWASTE_CASING,Ludhiana,2026-05-02,26.9
MOTHERBOARD_HIGH_GRADE,Dehradun,2026-05-02,303.9
POWER_SUPPLY_LOW_GRADE,Dehradun,2026-05-02,53.9
COPPER_HEAVY_INSULATED,Dehradun,2026-05-02,443.9
ALUMINIUM_WIRE,Dehradun,2026-05-02,118.9
LEad_ACID,Dehradun,2026-05-02,93.9
BATTERY_LITHIUM_PORTABLE,Dehradun,2026-05-02,133.9
LCD_PANEL_INTACT,Dehradun,2026-05-02,163.9
CRT_MONITOR,Dehradun,2026-05-02,23.9
MIXED_EWASTE_CASING,Dehradun,2026-05-02,23.9
MOTHERBOARD_HIGH_GRADE,Raipur,2026-05-02,300.9
POWER_SUPPLY_LOW_GRADE,Raipur,2026-05-02,50.9
COPPER_HEAVY_INSULATED,Raipur,2026-05-02,440.9
ALUMINIUM_WIRE,Raipur,2026-05-02,115.9
LEad_ACID,Raipur,2026-05-02,90.9
BATTERY_LITHIUM_PORTABLE,Raipur,2026-05-02,130.9
LCD_PANEL_INTACT,Raipur,2026-05-02,160.9
CRT_MONITOR,Raipur,2026-05-02,20.9
MIXED_EWASTE_CASING,Raipur,2026-05-02,20.9
MOTHERBOARD_HIGH_GRADE,Ranchi,2026-05-02,304.9
POWER_SUPPLY_LOW_GRADE,Ranchi,2026-05-02,54.9
COPPER_HEAVY_INSULATED,Ranchi,2026-05-02,444.9
ALUMINIUM_WIRE,Ranchi,2026-05-02,119.9
LEad_ACID,Ranchi,2026-05-02,94.9
BATTERY_LITHIUM_PORTABLE,Ranchi,2026-05-02,134.9
LCD_PANEL_INTACT,Ranchi,2026-05-02,164.9
CRT_MONITOR,Ranchi,2026-05-02,24.9
MIXED_EWASTE_CASING,Ranchi,2026-05-02,24.9
MOTHERBOARD_HIGH_GRADE,Guwahati,2026-05-02,294.9
POWER_SUPPLY_LOW_GRADE,Guwahati,2026-05-02,44.9
COPPER_HEAVY_INSULATED,Guwahati,2026-05-02,434.9
ALUMINIUM_WIRE,Guwahati,2026-05-02,109.9
LEad_ACID,Guwahati,2026-05-02,84.9
BATTERY_LITHIUM_PORTABLE,Guwahati,2026-05-02,124.9
LCD_PANEL_INTACT,Guwahati,2026-05-02,154.9
CRT_MONITOR,Guwahati,2026-05-02,14.9
MIXED_EWASTE_CASING,Guwahati,2026-05-02,14.9
MOTHERBOARD_HIGH_GRADE,Thiruvananthapuram,2026-05-02,308.9
POWER_SUPPLY_LOW_GRADE,Thiruvananthapuram,2026-05-02,58.9
COPPER_HEAVY_INSULATED,Thiruvananthapuram,2026-05-02,448.9
ALUMINIUM_WIRE,Thiruvananthapuram,2026-05-02,123.9
LEad_ACID,Thiruvananthapuram,2026-05-02,98.9
BATTERY_LITHIUM_PORTABLE,Thiruvananthapuram,2026-05-02,138.9
LCD_PANEL_INTACT,Thiruvananthapuram,2026-05-02,168.9
CRT_MONITOR,Thiruvananthapuram,2026-05-02,28.9
MIXED_EWASTE_CASING,Thiruvananthapuram,2026-05-02,28.9
MOTHERBOARD_HIGH_GRADE,Panaji,2026-05-02,302.9
POWER_SUPPLY_LOW_GRADE,Panaji,2026-05-02,52.9
COPPER_HEAVY_INSULATED,Panaji,2026-05-02,442.9
ALUMINIUM_WIRE,Panaji,2026-05-02,117.9
LEad_ACID,Panaji,2026-05-02,92.9
BATTERY_LITHIUM_PORTABLE,Panaji,2026-05-02,132.9
LCD_PANEL_INTACT,Panaji,2026-05-02,162.9
CRT_MONITOR,Panaji,2026-05-02,22.9
MIXED_EWASTE_CASING,Panaji,2026-05-02,22.9
MOTHERBOARD_HIGH_GRADE,Jammu,2026-05-02,301.9
POWER_SUPPLY_LOW_GRADE,Jammu,2026-05-02,51.9
COPPER_HEAVY_INSULATED,Jammu,2026-05-02,441.9
ALUMINIUM_WIRE,Jammu,2026-05-02,116.9
LEad_ACID,Jammu,2026-05-02,91.9
BATTERY_LITHIUM_PORTABLE,Jammu,2026-05-02,131.9
LCD_PANEL_INTACT,Jammu,2026-05-02,161.9
CRT_MONITOR,Jammu,2026-05-02,21.9
MIXED_EWASTE_CASING,Jammu,2026-05-02,21.9
MOTHERBOARD_HIGH_GRADE,Shimla,2026-05-02,308.9
POWER_SUPPLY_LOW_GRADE,Shimla,2026-05-02,58.9
COPPER_HEAVY_INSULATED,Shimla,2026-05-02,448.9
ALUMINIUM_WIRE,Shimla,2026-05-02,123.9
LEad_ACID,Shimla,2026-05-02,98.9
BATTERY_LITHIUM_PORTABLE,Shimla,2026-05-02,138.9
LCD_PANEL_INTACT,Shimla,2026-05-02,168.9
CRT_MONITOR,Shimla,2026-05-02,28.9
MIXED_EWASTE_CASING,Shimla,2026-05-02,28.9
MOTHERBOARD_HIGH_GRADE,Delhi,2026-05-03,298.78
POWER_SUPPLY_LOW_GRADE,Delhi,2026-05-03,48.78
COPPER_HEAVY_INSULATED,Delhi,2026-05-03,438.78
ALUMINIUM_WIRE,Delhi,2026-05-03,113.78
LEad_ACID,Delhi,2026-05-03,88.78
BATTERY_LITHIUM_PORTABLE,Delhi,2026-05-03,128.78
LCD_PANEL_INTACT,Delhi,2026-05-03,158.78
CRT_MONITOR,Delhi,2026-05-03,18.78
MIXED_EWASTE_CASING,Delhi,2026-05-03,18.78
MOTHERBOARD_HIGH_GRADE,Mumbai,2026-05-03,303.78
POWER_SUPPLY_LOW_GRADE,Mumbai,2026-05-03,53.78
COPPER_HEAVY_INSULATED,Mumbai,2026-05-03,443.78
ALUMINIUM_WIRE,Mumbai,2026-05-03,118.78
LEad_ACID,Mumbai,2026-05-03,93.78
BATTERY_LITHIUM_PORTABLE,Mumbai,2026-05-03,133.78
LCD_PANEL_INTACT,Mumbai,2026-05-03,163.78
CRT_MONITOR,Mumbai,2026-05-03,23.78
MIXED_EWASTE_CASING,Mumbai,2026-05-03,23.78
MOTHERBOARD_HIGH_GRADE,Pune,2026-05-03,309.78
POWER_SUPPLY_LOW_GRADE,Pune,2026-05-03,59.78
COPPER_HEAVY_INSULATED,Pune,2026-05-03,449.78
ALUMINIUM_WIRE,Pune,2026-05-03,124.78
LEad_ACID,Pune,2026-05-03,99.78
BATTERY_LITHIUM_PORTABLE,Pune,2026-05-03,139.78
LCD_PANEL_INTACT,Pune,2026-05-03,169.78
CRT_MONITOR,Pune,2026-05-03,29.78
MIXED_EWASTE_CASING,Pune,2026-05-03,29.78
MOTHERBOARD_HIGH_GRADE,Nagpur,2026-05-03,304.78
POWER_SUPPLY_LOW_GRADE,Nagpur,2026-05-03,54.78
COPPER_HEAVY_INSULATED,Nagpur,2026-05-03,444.78
ALUMINIUM_WIRE,Nagpur,2026-05-03,119.78
LEad_ACID,Nagpur,2026-05-03,94.78
BATTERY_LITHIUM_PORTABLE,Nagpur,2026-05-03,134.78
LCD_PANEL_INTACT,Nagpur,2026-05-03,164.78
CRT_MONITOR,Nagpur,2026-05-03,24.78
MIXED_EWASTE_CASING,Nagpur,2026-05-03,24.78
MOTHERBOARD_HIGH_GRADE,Bengaluru,2026-05-03,310.78
POWER_SUPPLY_LOW_GRADE,Bengaluru,2026-05-03,60.78
COPPER_HEAVY_INSULATED,Bengaluru,2026-05-03,450.78
ALUMINIUM_WIRE,Bengaluru,2026-05-03,125.78
LEad_ACID,Bengaluru,2026-05-03,100.78
BATTERY_LITHIUM_PORTABLE,Bengaluru,2026-05-03,140.78
LCD_PANEL_INTACT,Bengaluru,2026-05-03,170.78
CRT_MONITOR,Bengaluru,2026-05-03,30.78
MIXED_EWASTE_CASING,Bengaluru,2026-05-03,30.78
MOTHERBOARD_HIGH_GRADE,Mysuru,2026-05-03,303.78
POWER_SUPPLY_LOW_GRADE,Mysuru,2026-05-03,53.78
COPPER_HEAVY_INSULATED,Mysuru,2026-05-03,443.78
ALUMINIUM_WIRE,Mysuru,2026-05-03,118.78
LEad_ACID,Mysuru,2026-05-03,93.78
BATTERY_LITHIUM_PORTABLE,Mysuru,2026-05-03,133.78
LCD_PANEL_INTACT,Mysuru,2026-05-03,163.78
CRT_MONITOR,Mysuru,2026-05-03,23.78
MIXED_EWASTE_CASING,Mysuru,2026-05-03,23.78
MOTHERBOARD_HIGH_GRADE,Chennai,2026-05-03,311.78
POWER_SUPPLY_LOW_GRADE,Chennai,2026-05-03,61.78
COPPER_HEAVY_INSULATED,Chennai,2026-05-03,451.78
ALUMINIUM_WIRE,Chennai,2026-05-03,126.78
LEad_ACID,Chennai,2026-05-03,101.78
BATTERY_LITHIUM_PORTABLE,Chennai,2026-05-03,141.78
LCD_PANEL_INTACT,Chennai,2026-05-03,171.78
CRT_MONITOR,Chennai,2026-05-03,31.78
MIXED_EWASTE_CASING,Chennai,2026-05-03,31.78
MOTHERBOARD_HIGH_GRADE,Coimbatore,2026-05-03,307.78
POWER_SUPPLY_LOW_GRADE,Coimbatore,2026-05-03,57.78
COPPER_HEAVY_INSULATED,Coimbatore,2026-05-03,447.78
ALUMINIUM_WIRE,Coimbatore,2026-05-03,122.78
LEad_ACID,Coimbatore,2026-05-03,97.78
BATTERY_LITHIUM_PORTABLE,Coimbatore,2026-05-03,137.78
LCD_PANEL_INTACT,Coimbatore,2026-05-03,167.78
CRT_MONITOR,Coimbatore,2026-05-03,27.78
MIXED_EWASTE_CASING,Coimbatore,2026-05-03,27.78
MOTHERBOARD_HIGH_GRADE,Hyderabad,2026-05-03,300.78
POWER_SUPPLY_LOW_GRADE,Hyderabad,2026-05-03,50.78
COPPER_HEAVY_INSULATED,Hyderabad,2026-05-03,440.78
ALUMINIUM_WIRE,Hyderabad,2026-05-03,115.78
LEad_ACID,Hyderabad,2026-05-03,90.78
BATTERY_LITHIUM_PORTABLE,Hyderabad,2026-05-03,130.78
LCD_PANEL_INTACT,Hyderabad,2026-05-03,160.78
CRT_MONITOR,Hyderabad,2026-05-03,20.78
MIXED_EWASTE_CASING,Hyderabad,2026-05-03,20.78
MOTHERBOARD_HIGH_GRADE,Ahmedabad,2026-05-03,307.78
POWER_SUPPLY_LOW_GRADE,Ahmedabad,2026-05-03,57.78
COPPER_HEAVY_INSULATED,Ahmedabad,2026-05-03,447.78
ALUMINIUM_WIRE,Ahmedabad,2026-05-03,122.78
LEad_ACID,Ahmedabad,2026-05-03,97.78
BATTERY_LITHIUM_PORTABLE,Ahmedabad,2026-05-03,137.78
LCD_PANEL_INTACT,Ahmedabad,2026-05-03,167.78
CRT_MONITOR,Ahmedabad,2026-05-03,27.78
MIXED_EWASTE_CASING,Ahmedabad,2026-05-03,27.78
MOTHERBOARD_HIGH_GRADE,Surat,2026-05-03,305.78
POWER_SUPPLY_LOW_GRADE,Surat,2026-05-03,55.78
COPPER_HEAVY_INSULATED,Surat,2026-05-03,445.78
ALUMINIUM_WIRE,Surat,2026-05-03,120.78
LEad_ACID,Surat,2026-05-03,95.78
BATTERY_LITHIUM_PORTABLE,Surat,2026-05-03,135.78
LCD_PANEL_INTACT,Surat,2026-05-03,165.78
CRT_MONITOR,Surat,2026-05-03,25.78
MIXED_EWASTE_CASING,Surat,2026-05-03,25.78
MOTHERBOARD_HIGH_GRADE,Kolkata,2026-05-03,308.78
POWER_SUPPLY_LOW_GRADE,Kolkata,2026-05-03,58.78
COPPER_HEAVY_INSULATED,Kolkata,2026-05-03,448.78
ALUMINIUM_WIRE,Kolkata,2026-05-03,123.78
LEad_ACID,Kolkata,2026-05-03,98.78
BATTERY_LITHIUM_PORTABLE,Kolkata,2026-05-03,138.78
LCD_PANEL_INTACT,Kolkata,2026-05-03,168.78
CRT_MONITOR,Kolkata,2026-05-03,28.78
MIXED_EWASTE_CASING,Kolkata,2026-05-03,28.78
MOTHERBOARD_HIGH_GRADE,Lucknow,2026-05-03,306.78
POWER_SUPPLY_LOW_GRADE,Lucknow,2026-05-03,56.78
COPPER_HEAVY_INSULATED,Lucknow,2026-05-03,446.78
ALUMINIUM_WIRE,Lucknow,2026-05-03,121.78
LEad_ACID,Lucknow,2026-05-03,96.78
BATTERY_LITHIUM_PORTABLE,Lucknow,2026-05-03,136.78
LCD_PANEL_INTACT,Lucknow,2026-05-03,166.78
CRT_MONITOR,Lucknow,2026-05-03,26.78
MIXED_EWASTE_CASING,Lucknow,2026-05-03,26.78
MOTHERBOARD_HIGH_GRADE,Noida,2026-05-03,303.78
POWER_SUPPLY_LOW_GRADE,Noida,2026-05-03,53.78
COPPER_HEAVY_INSULATED,Noida,2026-05-03,443.78
ALUMINIUM_WIRE,Noida,2026-05-03,118.78
LEad_ACID,Noida,2026-05-03,93.78
BATTERY_LITHIUM_PORTABLE,Noida,2026-05-03,133.78
LCD_PANEL_INTACT,Noida,2026-05-03,163.78
CRT_MONITOR,Noida,2026-05-03,23.78
MIXED_EWASTE_CASING,Noida,2026-05-03,23.78
MOTHERBOARD_HIGH_GRADE,Kanpur,2026-05-03,304.78
POWER_SUPPLY_LOW_GRADE,Kanpur,2026-05-03,54.78
COPPER_HEAVY_INSULATED,Kanpur,2026-05-03,444.78
ALUMINIUM_WIRE,Kanpur,2026-05-03,119.78
LEad_ACID,Kanpur,2026-05-03,94.78
BATTERY_LITHIUM_PORTABLE,Kanpur,2026-05-03,134.78
LCD_PANEL_INTACT,Kanpur,2026-05-03,164.78
CRT_MONITOR,Kanpur,2026-05-03,24.78
MIXED_EWASTE_CASING,Kanpur,2026-05-03,24.78
MOTHERBOARD_HIGH_GRADE,Bhubaneswar,2026-05-03,308.78
POWER_SUPPLY_LOW_GRADE,Bhubaneswar,2026-05-03,58.78
COPPER_HEAVY_INSULATED,Bhubaneswar,2026-05-03,448.78
ALUMINIUM_WIRE,Bhubaneswar,2026-05-03,123.78
LEad_ACID,Bhubaneswar,2026-05-03,98.78
BATTERY_LITHIUM_PORTABLE,Bhubaneswar,2026-05-03,138.78
LCD_PANEL_INTACT,Bhubaneswar,2026-05-03,168.78
CRT_MONITOR,Bhubaneswar,2026-05-03,28.78
MIXED_EWASTE_CASING,Bhubaneswar,2026-05-03,28.78
MOTHERBOARD_HIGH_GRADE,Cuttack,2026-05-03,308.78
POWER_SUPPLY_LOW_GRADE,Cuttack,2026-05-03,58.78
COPPER_HEAVY_INSULATED,Cuttack,2026-05-03,448.78
ALUMINIUM_WIRE,Cuttack,2026-05-03,123.78
LEad_ACID,Cuttack,2026-05-03,98.78
BATTERY_LITHIUM_PORTABLE,Cuttack,2026-05-03,138.78
LCD_PANEL_INTACT,Cuttack,2026-05-03,168.78
CRT_MONITOR,Cuttack,2026-05-03,28.78
MIXED_EWASTE_CASING,Cuttack,2026-05-03,28.78
MOTHERBOARD_HIGH_GRADE,Patna,2026-05-03,299.78
POWER_SUPPLY_LOW_GRADE,Patna,2026-05-03,49.78
COPPER_HEAVY_INSULATED,Patna,2026-05-03,439.78
ALUMINIUM_WIRE,Patna,2026-05-03,114.78
LEad_ACID,Patna,2026-05-03,89.78
BATTERY_LITHIUM_PORTABLE,Patna,2026-05-03,129.78
LCD_PANEL_INTACT,Patna,2026-05-03,159.78
CRT_MONITOR,Patna,2026-05-03,19.78
MIXED_EWASTE_CASING,Patna,2026-05-03,19.78
MOTHERBOARD_HIGH_GRADE,Jaipur,2026-05-03,303.78
POWER_SUPPLY_LOW_GRADE,Jaipur,2026-05-03,53.78
COPPER_HEAVY_INSULATED,Jaipur,2026-05-03,443.78
ALUMINIUM_WIRE,Jaipur,2026-05-03,118.78
LEad_ACID,Jaipur,2026-05-03,93.78
BATTERY_LITHIUM_PORTABLE,Jaipur,2026-05-03,133.78
LCD_PANEL_INTACT,Jaipur,2026-05-03,163.78
CRT_MONITOR,Jaipur,2026-05-03,23.78
MIXED_EWASTE_CASING,Jaipur,2026-05-03,23.78
MOTHERBOARD_HIGH_GRADE,Jodhpur,2026-05-03,308.78
POWER_SUPPLY_LOW_GRADE,Jodhpur,2026-05-03,58.78
COPPER_HEAVY_INSULATED,Jodhpur,2026-05-03,448.78
ALUMINIUM_WIRE,Jodhpur,2026-05-03,123.78
LEad_ACID,Jodhpur,2026-05-03,98.78
BATTERY_LITHIUM_PORTABLE,Jodhpur,2026-05-03,138.78
LCD_PANEL_INTACT,Jodhpur,2026-05-03,168.78
CRT_MONITOR,Jodhpur,2026-05-03,28.78
MIXED_EWASTE_CASING,Jodhpur,2026-05-03,28.78
MOTHERBOARD_HIGH_GRADE,Bhopal,2026-05-03,300.78
POWER_SUPPLY_LOW_GRADE,Bhopal,2026-05-03,50.78
COPPER_HEAVY_INSULATED,Bhopal,2026-05-03,440.78
ALUMINIUM_WIRE,Bhopal,2026-05-03,115.78
LEad_ACID,Bhopal,2026-05-03,90.78
BATTERY_LITHIUM_PORTABLE,Bhopal,2026-05-03,130.78
LCD_PANEL_INTACT,Bhopal,2026-05-03,160.78
CRT_MONITOR,Bhopal,2026-05-03,20.78
MIXED_EWASTE_CASING,Bhopal,2026-05-03,20.78
MOTHERBOARD_HIGH_GRADE,Indore,2026-05-03,301.78
POWER_SUPPLY_LOW_GRADE,Indore,2026-05-03,51.78
COPPER_HEAVY_INSULATED,Indore,2026-05-03,441.78
ALUMINIUM_WIRE,Indore,2026-05-03,116.78
LEad_ACID,Indore,2026-05-03,91.78
BATTERY_LITHIUM_PORTABLE,Indore,2026-05-03,131.78
LCD_PANEL_INTACT,Indore,2026-05-03,161.78
CRT_MONITOR,Indore,2026-05-03,21.78
MIXED_EWASTE_CASING,Indore,2026-05-03,21.78
MOTHERBOARD_HIGH_GRADE,Chandigarh,2026-05-03,301.78
POWER_SUPPLY_LOW_GRADE,Chandigarh,2026-05-03,51.78
COPPER_HEAVY_INSULATED,Chandigarh,2026-05-03,441.78
ALUMINIUM_WIRE,Chandigarh,2026-05-03,116.78
LEad_ACID,Chandigarh,2026-05-03,91.78
BATTERY_LITHIUM_PORTABLE,Chandigarh,2026-05-03,131.78
LCD_PANEL_INTACT,Chandigarh,2026-05-03,161.78
CRT_MONITOR,Chandigarh,2026-05-03,21.78
MIXED_EWASTE_CASING,Chandigarh,2026-05-03,21.78
MOTHERBOARD_HIGH_GRADE,Ludhiana,2026-05-03,309.78
POWER_SUPPLY_LOW_GRADE,Ludhiana,2026-05-03,59.78
COPPER_HEAVY_INSULATED,Ludhiana,2026-05-03,449.78
ALUMINIUM_WIRE,Ludhiana,2026-05-03,124.78
LEad_ACID,Ludhiana,2026-05-03,99.78
BATTERY_LITHIUM_PORTABLE,Ludhiana,2026-05-03,139.78
LCD_PANEL_INTACT,Ludhiana,2026-05-03,169.78
CRT_MONITOR,Ludhiana,2026-05-03,29.78
MIXED_EWASTE_CASING,Ludhiana,2026-05-03,29.78
MOTHERBOARD_HIGH_GRADE,Dehradun,2026-05-03,306.78
POWER_SUPPLY_LOW_GRADE,Dehradun,2026-05-03,56.78
COPPER_HEAVY_INSULATED,Dehradun,2026-05-03,446.78
ALUMINIUM_WIRE,Dehradun,2026-05-03,121.78
LEad_ACID,Dehradun,2026-05-03,96.78
BATTERY_LITHIUM_PORTABLE,Dehradun,2026-05-03,136.78
LCD_PANEL_INTACT,Dehradun,2026-05-03,166.78
CRT_MONITOR,Dehradun,2026-05-03,26.78
MIXED_EWASTE_CASING,Dehradun,2026-05-03,26.78
MOTHERBOARD_HIGH_GRADE,Raipur,2026-05-03,303.78
POWER_SUPPLY_LOW_GRADE,Raipur,2026-05-03,53.78
COPPER_HEAVY_INSULATED,Raipur,2026-05-03,443.78
ALUMINIUM_WIRE,Raipur,2026-05-03,118.78
LEad_ACID,Raipur,2026-05-03,93.78
BATTERY_LITHIUM_PORTABLE,Raipur,2026-05-03,133.78
LCD_PANEL_INTACT,Raipur,2026-05-03,163.78
CRT_MONITOR,Raipur,2026-05-03,23.78
MIXED_EWASTE_CASING,Raipur,2026-05-03,23.78
MOTHERBOARD_HIGH_GRADE,Ranchi,2026-05-03,307.78
POWER_SUPPLY_LOW_GRADE,Ranchi,2026-05-03,57.78
COPPER_HEAVY_INSULATED,Ranchi,2026-05-03,447.78
ALUMINIUM_WIRE,Ranchi,2026-05-03,122.78
LEad_ACID,Ranchi,2026-05-03,97.78
BATTERY_LITHIUM_PORTABLE,Ranchi,2026-05-03,137.78
LCD_PANEL_INTACT,Ranchi,2026-05-03,167.78
CRT_MONITOR,Ranchi,2026-05-03,27.78
MIXED_EWASTE_CASING,Ranchi,2026-05-03,27.78
MOTHERBOARD_HIGH_GRADE,Guwahati,2026-05-03,297.78
POWER_SUPPLY_LOW_GRADE,Guwahati,2026-05-03,47.78
COPPER_HEAVY_INSULATED,Guwahati,2026-05-03,437.78
ALUMINIUM_WIRE,Guwahati,2026-05-03,112.78
LEad_ACID,Guwahati,2026-05-03,87.78
BATTERY_LITHIUM_PORTABLE,Guwahati,2026-05-03,127.78
LCD_PANEL_INTACT,Guwahati,2026-05-03,157.78
CRT_MONITOR,Guwahati,2026-05-03,17.78
MIXED_EWASTE_CASING,Guwahati,2026-05-03,17.78
MOTHERBOARD_HIGH_GRADE,Thiruvananthapuram,2026-05-03,311.78
POWER_SUPPLY_LOW_GRADE,Thiruvananthapuram,2026-05-03,61.78
COPPER_HEAVY_INSULATED,Thiruvananthapuram,2026-05-03,451.78
ALUMINIUM_WIRE,Thiruvananthapuram,2026-05-03,126.78
LEad_ACID,Thiruvananthapuram,2026-05-03,101.78
BATTERY_LITHIUM_PORTABLE,Thiruvananthapuram,2026-05-03,141.78
LCD_PANEL_INTACT,Thiruvananthapuram,2026-05-03,171.78
CRT_MONITOR,Thiruvananthapuram,2026-05-03,31.78
MIXED_EWASTE_CASING,Thiruvananthapuram,2026-05-03,31.78
MOTHERBOARD_HIGH_GRADE,Panaji,2026-05-03,305.78
POWER_SUPPLY_LOW_GRADE,Panaji,2026-05-03,55.78
COPPER_HEAVY_INSULATED,Panaji,2026-05-03,445.78
ALUMINIUM_WIRE,Panaji,2026-05-03,120.78
LEad_ACID,Panaji,2026-05-03,95.78
BATTERY_LITHIUM_PORTABLE,Panaji,2026-05-03,135.78
LCD_PANEL_INTACT,Panaji,2026-05-03,165.78
CRT_MONITOR,Panaji,2026-05-03,25.78
MIXED_EWASTE_CASING,Panaji,2026-05-03,25.78
MOTHERBOARD_HIGH_GRADE,Jammu,2026-05-03,304.78
POWER_SUPPLY_LOW_GRADE,Jammu,2026-05-03,54.78
COPPER_HEAVY_INSULATED,Jammu,2026-05-03,444.78
ALUMINIUM_WIRE,Jammu,2026-05-03,119.78
LEad_ACID,Jammu,2026-05-03,94.78
BATTERY_LITHIUM_PORTABLE,Jammu,2026-05-03,134.78
LCD_PANEL_INTACT,Jammu,2026-05-03,164.78
CRT_MONITOR,Jammu,2026-05-03,24.78
MIXED_EWASTE_CASING,Jammu,2026-05-03,24.78
MOTHERBOARD_HIGH_GRADE,Shimla,2026-05-03,311.78
POWER_SUPPLY_LOW_GRADE,Shimla,2026-05-03,61.78
COPPER_HEAVY_INSULATED,Shimla,2026-05-03,451.78
ALUMINIUM_WIRE,Shimla,2026-05-03,126.78
LEad_ACID,Shimla,2026-05-03,101.78
BATTERY_LITHIUM_PORTABLE,Shimla,2026-05-03,141.78
LCD_PANEL_INTACT,Shimla,2026-05-03,171.78
CRT_MONITOR,Shimla,2026-05-03,31.78
